match_id,team1,team2,toss_winner,toss_decision,venue,winner,h2h_team1_win_pct,avg_runs_per_match,venue_win_pct_team1,venue_win_pct_team2,form_team1,form_team2,toss_winner_won
419152,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Brabourne Stadium,Mumbai Indians,50.0,348.1,71.43,50.0,60.0,60.0,1
419153,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,65.52,318.27,70.21,28.57,60.0,40.0,0
419154,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Sawai Mansingh Stadium,Royal Challengers Bangalore,44.44,303.49,68.09,42.86,40.0,40.0,0
419155,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,66.67,318.27,70.21,28.57,80.0,40.0,0
419156,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,70.0,321.89,55.56,100.0,60.0,60.0,1
419157,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Mumbai Indians,43.75,311.74,47.54,80.0,40.0,60.0,0
419158,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Eden Gardens,Kolkata Knight Riders,50.0,307.25,60.81,22.22,40.0,40.0,0
419159,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,39.13,321.89,55.56,50.0,60.0,60.0,1
419160,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Feroz Shah Kotla,Deccan Chargers,63.64,307.02,41.07,50.0,40.0,80.0,1
419161,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Eden Gardens,Kolkata Knight Riders,32.35,307.25,60.81,76.92,40.0,60.0,0
419162,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Dr DY Patil Sports Academy,Mumbai Indians,43.75,282.94,50.0,71.43,40.0,60.0,1
419163,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Dr DY Patil Sports Academy,Chennai Super Kings,60.0,282.94,75.0,33.33,60.0,100.0,1
419164,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Dr DY Patil Sports Academy,Royal Challengers Bangalore,45.45,282.94,50.0,33.33,40.0,80.0,0
419165,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Dr DY Patil Sports Academy,Chennai Super Kings,45.95,282.94,75.0,71.43,60.0,80.0,1
501198,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,65.52,318.27,70.21,28.57,80.0,60.0,1
501199,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,22.22,303.84,16.67,50.0,60.0,40.0,1
501200,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Nehru Stadium,Royal Challengers Bangalore,50.0,272.6,40.0,100.0,50.0,40.0,0
501201,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Feroz Shah Kotla,Mumbai Indians,50.0,307.02,41.07,33.33,20.0,60.0,0
501202,Pune Warriors,Kings XI Punjab,Kings XI Punjab,bat,Dr DY Patil Sports Academy,Pune Warriors,50.0,282.94,28.57,50.0,50.0,40.0,0
501203,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders,77.78,307.25,60.81,50.0,40.0,40.0,1
501204,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Sawai Mansingh Stadium,Rajasthan Royals,61.11,303.49,68.09,20.0,40.0,20.0,0
501205,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Mumbai Indians,43.75,311.74,47.54,80.0,60.0,60.0,1
501206,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,39.13,313.91,51.43,75.0,40.0,80.0,1
501207,Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Dr DY Patil Sports Academy,Pune Warriors,100.0,282.94,28.57,50.0,100.0,0.0,0
501208,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,54.55,303.84,16.67,25.0,20.0,40.0,0
501209,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Kolkata Knight Riders,50.0,303.49,68.09,50.0,40.0,60.0,1
501210,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Wankhede Stadium,Kochi Tuskers Kerala,50.0,320.64,62.69,100.0,60.0,0.0,1
501211,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,66.67,318.27,70.21,25.0,80.0,40.0,1
501212,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,30.0,303.84,16.67,50.0,20.0,40.0,1
501213,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,Dr DY Patil Sports Academy,Delhi Daredevils,40.0,282.94,28.57,50.0,100.0,20.0,1
501214,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,50.0,307.25,60.81,22.22,80.0,40.0,1
501215,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,field,Nehru Stadium,Kochi Tuskers Kerala,50.0,272.6,40.0,50.0,33.33,80.0,1
501216,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Feroz Shah Kotla,Deccan Chargers,63.64,307.02,41.07,50.0,40.0,20.0,1
501218,Mumbai Indians,Pune Warriors,Pune Warriors,bat,Wankhede Stadium,Mumbai Indians,83.33,320.64,62.69,33.33,60.0,66.67,0
501219,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,Eden Gardens,Kochi Tuskers Kerala,50.0,307.25,60.81,100.0,80.0,50.0,0
501220,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,42.86,313.91,51.43,50.0,40.0,40.0,0
501221,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Mumbai Indians,54.05,320.64,62.69,50.0,60.0,60.0,0
501222,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,Royal Challengers Bangalore,56.25,307.25,60.81,40.0,60.0,40.0,1
501223,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Feroz Shah Kotla,Delhi Daredevils,40.91,307.02,41.07,44.44,20.0,60.0,0
501224,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,40.0,303.84,16.67,62.5,40.0,80.0,0
501225,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals,50.0,303.49,68.09,50.0,40.0,60.0,1
501226,Chennai Super Kings,Pune Warriors,Pune Warriors,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,66.67,318.27,70.21,33.33,40.0,50.0,0
501227,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Feroz Shah Kotla,Royal Challengers Bangalore,30.0,307.02,41.07,71.43,40.0,40.0,1
501228,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,Dr DY Patil Sports Academy,Chennai Super Kings,33.33,282.94,28.57,75.0,40.0,40.0,0
501229,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,Nehru Stadium,Deccan Chargers,50.0,272.6,40.0,100.0,60.0,40.0,0
501230,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,Feroz Shah Kotla,Kolkata Knight Riders,38.1,307.02,41.07,62.5,40.0,60.0,0
501231,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals,48.28,303.49,68.09,28.57,40.0,80.0,1
501232,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,100.0,311.74,47.54,50.0,40.0,20.0,0
501233,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils,bat,Nehru Stadium,Delhi Daredevils,50.0,272.6,40.0,100.0,60.0,40.0,1
501234,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,66.67,307.25,60.81,27.27,60.0,60.0,1
501235,Rajasthan Royals,Pune Warriors,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals,80.0,303.49,68.09,50.0,40.0,0.0,1
501236,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,60.0,318.27,70.21,50.0,60.0,60.0,1
501237,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Wankhede Stadium,Mumbai Indians,53.85,320.64,62.69,45.45,60.0,60.0,0
501238,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Feroz Shah Kotla,Kochi Tuskers Kerala,50.0,307.02,41.07,100.0,40.0,40.0,1
501239,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,22.22,303.84,16.67,66.67,40.0,60.0,0
501240,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,55.17,318.27,70.21,16.67,60.0,60.0,0
501241,Pune Warriors,Mumbai Indians,Pune Warriors,field,Dr DY Patil Sports Academy,Mumbai Indians,16.67,282.94,28.57,71.43,0.0,80.0,0
501242,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,Nehru Stadium,Kochi Tuskers Kerala,100.0,272.6,40.0,50.0,40.0,60.0,0
501243,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,36.36,303.84,16.67,66.67,40.0,40.0,1
501244,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,46.15,311.74,47.54,50.0,60.0,40.0,0
501245,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Eden Gardens,Kolkata Knight Riders,34.48,307.25,60.81,45.45,60.0,80.0,0
501246,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Wankhede Stadium,Mumbai Indians,50.0,320.64,62.69,25.0,80.0,40.0,0
501247,Royal Challengers Bangalore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,M Chinnaswamy Stadium,Royal Challengers Bangalore,100.0,311.74,47.54,50.0,80.0,40.0,0
501248,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,50.0,313.91,51.43,33.33,20.0,0.0,0
501249,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Sawai Mansingh Stadium,Chennai Super Kings,44.83,303.49,68.09,50.0,60.0,80.0,0
501250,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,75.0,303.84,16.67,50.0,20.0,20.0,0
501251,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,46.15,313.91,51.43,50.0,0.0,80.0,0
501252,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sawai Mansingh Stadium,Royal Challengers Bangalore,44.44,303.49,68.09,42.86,60.0,100.0,1
501253,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,66.67,318.27,70.21,28.57,80.0,40.0,1
501254,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,Holkar Cricket Stadium,Kings XI Punjab,50.0,319.11,50.0,50.0,40.0,20.0,1
501255,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,43.75,311.74,47.54,54.55,100.0,80.0,1
501256,Mumbai Indians,Deccan Chargers,Deccan Chargers,bat,Wankhede Stadium,Deccan Chargers,60.0,320.64,62.69,50.0,60.0,20.0,1
501257,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,59.09,321.89,55.56,33.33,40.0,40.0,0
501258,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,field,Holkar Cricket Stadium,Kochi Tuskers Kerala,50.0,319.11,50.0,50.0,40.0,40.0,1
501259,Pune Warriors,Deccan Chargers,Deccan Chargers,field,Dr DY Patil Sports Academy,Deccan Chargers,25.0,282.94,28.57,33.33,40.0,20.0,1
501260,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,53.85,321.89,55.56,50.0,60.0,100.0,1
501261,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,50.0,318.27,70.21,50.0,80.0,60.0,1
501262,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,Dr DY Patil Sports Academy,Kolkata Knight Riders,20.0,282.94,28.57,100.0,40.0,60.0,1
501263,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Wankhede Stadium,Rajasthan Royals,51.72,320.64,62.69,50.0,60.0,20.0,0
501264,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,70.0,321.89,55.56,100.0,80.0,40.0,0
501266,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,33.33,311.74,47.54,57.14,80.0,80.0,1
501267,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Eden Gardens,Mumbai Indians,32.35,307.25,60.81,76.92,60.0,40.0,1
501268,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Chennai Super Kings,33.33,320.64,30.0,50.0,80.0,60.0,1
501269,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,67.65,320.64,62.69,11.11,40.0,40.0,1
501270,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,43.75,318.27,25.0,50.0,60.0,40.0,0
501271,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,66.67,318.27,70.21,25.0,80.0,60.0,1
548306,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,45.95,318.27,70.21,50.0,80.0,40.0,1
548307,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Eden Gardens,Delhi Daredevils,61.9,307.25,60.81,12.5,40.0,20.0,1
548308,Mumbai Indians,Pune Warriors,Mumbai Indians,field,Wankhede Stadium,Pune Warriors,83.33,320.64,62.69,33.33,60.0,40.0,0
548309,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Sawai Mansingh Stadium,Rajasthan Royals,57.14,303.49,68.09,16.67,20.0,80.0,0
548310,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,70.0,311.74,47.54,42.86,40.0,20.0,0
548311,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,40.0,288.15,50.0,100.0,60.0,60.0,0
548312,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Rajasthan Royals,50.0,303.49,68.09,50.0,40.0,20.0,0
548313,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Subrata Roy Sahara Stadium,Pune Warriors,50.0,283.0,26.67,50.0,40.0,60.0,1
548314,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,40.0,288.15,50.0,50.0,60.0,60.0,0
548315,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Kolkata Knight Riders,43.75,311.74,47.54,54.55,60.0,20.0,0
548316,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Feroz Shah Kotla,Delhi Daredevils,33.33,307.02,41.07,83.33,20.0,60.0,1
548317,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Mumbai Indians,51.72,320.64,62.69,50.0,60.0,60.0,0
548318,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,66.67,318.27,70.21,25.0,60.0,40.0,0
548319,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,50.0,313.91,51.43,33.33,40.0,40.0,1
548320,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Eden Gardens,Kolkata Knight Riders,50.0,307.25,60.81,22.22,20.0,60.0,0
548322,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Subrata Roy Sahara Stadium,Pune Warriors,33.33,283.0,26.67,50.0,40.0,60.0,0
548323,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Eden Gardens,Kings XI Punjab,66.67,307.25,60.81,27.27,40.0,40.0,0
548324,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,M Chinnaswamy Stadium,Rajasthan Royals,55.56,311.74,47.54,50.0,40.0,60.0,1
548325,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Wankhede Stadium,Delhi Daredevils,50.0,320.64,62.69,25.0,60.0,60.0,1
548326,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Sawai Mansingh Stadium,Rajasthan Royals,77.78,303.49,68.09,50.0,60.0,40.0,0
548327,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,bat,M Chinnaswamy Stadium,Royal Challengers Bangalore,100.0,311.74,47.54,50.0,20.0,60.0,0
548328,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,33.33,313.91,51.43,50.0,40.0,40.0,0
548321,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Feroz Shah Kotla,Delhi Daredevils,63.64,307.02,41.07,50.0,40.0,60.0,0
548330,Chennai Super Kings,Pune Warriors,Pune Warriors,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,66.67,318.27,70.21,33.33,40.0,60.0,0
548331,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,53.85,313.91,51.43,40.0,40.0,40.0,1
548332,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,55.17,318.27,70.21,16.67,60.0,60.0,0
548333,Delhi Daredevils,Pune Warriors,Delhi Daredevils,field,Feroz Shah Kotla,Pune Warriors,60.0,307.02,41.07,50.0,80.0,40.0,0
548334,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Wankhede Stadium,Kings XI Punjab,53.85,320.64,62.69,45.45,60.0,40.0,0
548335,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Barabati Stadium,Kolkata Knight Riders,22.22,325.43,75.0,100.0,0.0,60.0,1
548336,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Sawai Mansingh Stadium,Royal Challengers Bangalore,44.44,303.49,68.09,42.86,40.0,40.0,0
548337,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Subrata Roy Sahara Stadium,Delhi Daredevils,40.0,283.0,26.67,33.33,40.0,80.0,0
548339,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,46.15,313.91,51.43,50.0,60.0,40.0,0
548341,Pune Warriors,Deccan Chargers,Deccan Chargers,bat,Subrata Roy Sahara Stadium,Deccan Chargers,25.0,283.0,26.67,100.0,40.0,0.0,1
548342,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Feroz Shah Kotla,Delhi Daredevils,50.0,307.02,41.07,33.33,80.0,60.0,0
548343,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,60.87,318.27,70.21,40.0,60.0,40.0,1
548344,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders,56.25,307.25,60.81,40.0,80.0,60.0,1
548345,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Feroz Shah Kotla,Delhi Daredevils,38.89,307.02,41.07,57.14,80.0,40.0,1
548346,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,60.0,320.64,62.69,50.0,40.0,20.0,1
548347,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,65.52,318.27,70.21,28.57,60.0,80.0,0
548348,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Barabati Stadium,Deccan Chargers,75.0,325.43,75.0,50.0,20.0,20.0,1
548349,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Sawai Mansingh Stadium,Delhi Daredevils,61.11,303.49,68.09,20.0,40.0,80.0,0
548350,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,M Chinnaswamy Stadium,Kings XI Punjab,46.15,311.74,47.54,50.0,60.0,40.0,1
548351,Pune Warriors,Mumbai Indians,Mumbai Indians,bat,Subrata Roy Sahara Stadium,Mumbai Indians,16.67,283.0,26.67,100.0,20.0,40.0,1
548352,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,60.0,318.27,70.21,50.0,40.0,40.0,1
548353,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders,80.0,307.25,60.81,50.0,80.0,20.0,1
548354,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,42.86,313.91,51.43,50.0,60.0,20.0,1
548355,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,54.05,320.64,62.69,50.0,60.0,60.0,1
548356,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,45.45,311.74,47.54,33.33,60.0,40.0,1
548357,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Feroz Shah Kotla,Kolkata Knight Riders,38.1,307.02,41.07,62.5,80.0,100.0,0
548358,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Subrata Roy Sahara Stadium,Rajasthan Royals,20.0,283.0,26.67,50.0,0.0,20.0,0
548359,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,30.0,303.84,16.67,50.0,40.0,60.0,0
548360,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Wankhede Stadium,Royal Challengers Bangalore,56.25,320.64,62.69,30.0,80.0,60.0,1
548329,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,36.36,303.84,16.67,66.67,20.0,80.0,0
548361,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sawai Mansingh Stadium,Chennai Super Kings,44.83,303.49,68.09,50.0,40.0,40.0,1
548362,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,50.0,283.0,26.67,100.0,0.0,60.0,0
548363,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Eden Gardens,Mumbai Indians,32.35,307.25,60.81,76.92,100.0,60.0,1
548364,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,66.67,318.27,70.21,28.57,40.0,80.0,1
548365,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Sawai Mansingh Stadium,Rajasthan Royals,80.0,303.49,68.09,50.0,40.0,0.0,1
548366,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,70.0,313.91,51.43,50.0,60.0,20.0,0
548367,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Mumbai Indians,43.75,311.74,47.54,80.0,60.0,80.0,1
548368,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,Chennai Super Kings,34.48,307.25,60.81,45.45,80.0,60.0,1
548369,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,Feroz Shah Kotla,Delhi Daredevils,40.91,307.02,41.07,44.44,60.0,80.0,0
548370,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Wankhede Stadium,Kolkata Knight Riders,67.65,320.64,62.69,11.11,80.0,60.0,0
548371,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,39.13,321.89,55.56,50.0,60.0,80.0,1
548372,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Feroz Shah Kotla,Royal Challengers Bangalore,30.0,307.02,41.07,71.43,60.0,60.0,0
548373,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,22.22,303.84,16.67,50.0,20.0,60.0,0
548374,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,59.09,321.89,55.56,33.33,60.0,40.0,1
548375,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Subrata Roy Sahara Stadium,Kolkata Knight Riders,20.0,283.0,26.67,100.0,0.0,60.0,1
548376,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,54.55,303.84,16.67,25.0,20.0,80.0,0
548377,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Sawai Mansingh Stadium,Mumbai Indians,48.28,303.49,68.09,28.57,60.0,60.0,0
548378,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Subrata Roy Sahara Stadium,Kolkata Knight Riders,38.1,283.0,33.33,100.0,40.0,60.0,1
548379,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Chennai Super Kings,45.95,311.74,57.14,80.0,60.0,60.0,0
