player,total_runs,balls_faced,fours,sixes,innings_played,strike_rate,dot_ball_pct,dismissals,batting_average,runs_conceded,balls_bowled,bowling_innings,wickets_taken,economy_rate,bowling_strike_rate,all_rounder_score,cluster,cluster_label
KV Sharma,351,306,20,17,39,114.70588235294116,40.849673202614376,26,13.5,2130.0,1520.0,82.0,82.0,8.407894736842104,18.536585365853657,25.46,1,Key Bowler
Kamran Akmal,128,78,13,8,6,164.1025641025641,42.30769230769231,5,25.6,0.0,0.0,0.0,0.0,0.0,0.0,25.67,1,Key Bowler
Kuldeep Yadav,183,224,16,3,32,81.69642857142857,51.78571428571429,12,15.25,2413.0,1786.0,82.0,90.0,8.106382978723405,19.844444444444445,25.83,1,Key Bowler
LA Carseldine,81,71,11,0,5,114.08450704225352,43.66197183098591,4,20.25,0.0,0.0,0.0,0.0,0.0,0.0,13.76,1,Key Bowler
LA Pomersbach,302,251,25,13,16,120.3187250996016,43.42629482071713,11,27.454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,20.02,1,Key Bowler
LJ Wright,106,63,16,3,5,168.25396825396825,34.92063492063492,5,21.2,125.0,75.0,6.0,2.0,10.0,37.5,22.01,1,Key Bowler
LMP Simmons,1079,878,109,44,29,122.89293849658314,45.78587699316628,27,39.96296296296296,0.0,0.0,0.0,0.0,0.0,0.0,30.14,1,Key Bowler
LR Shukla,405,358,33,16,33,113.12849162011172,42.45810055865922,27,15.0,458.0,326.0,27.0,17.0,8.429447852760736,19.176470588235293,13.31,1,Key Bowler
LRPL Taylor,1017,847,66,46,54,120.07083825265644,39.43329397874852,40,25.425,0.0,0.0,0.0,0.0,0.0,0.0,18.44,1,Key Bowler
LS Livingstone,939,609,66,66,39,154.1871921182266,36.94581280788177,33,28.454545454545453,395.0,267.0,22.0,11.0,8.876404494382022,24.272727272727277,28.93,1,Key Bowler
Lalit Yadav,305,301,27,7,21,101.32890365448506,42.85714285714285,16,19.0625,430.0,294.0,19.0,11.0,8.775510204081632,26.727272727272727,13.5,1,Key Bowler
M Jansen,66,71,5,2,12,92.95774647887325,47.88732394366197,7,9.428571428571429,732.0,487.0,21.0,22.0,9.018480492813142,22.13636363636364,8.86,1,Key Bowler
M Kaif,259,258,22,6,22,100.3875968992248,46.51162790697674,18,14.38888888888889,0.0,0.0,0.0,0.0,0.0,0.0,8.32,1,Key Bowler
M Kartik,113,109,7,1,14,103.6697247706422,29.357798165137616,7,16.142857142857142,1418.0,1182.0,55.0,39.0,7.197969543147208,30.307692307692307,18.92,1,Key Bowler
M Klinger,73,78,9,0,4,93.5897435897436,46.15384615384615,4,18.25,0.0,0.0,0.0,0.0,0.0,0.0,9.97,1,Key Bowler
M Manhas,514,486,43,10,38,105.76131687242798,40.53497942386832,23,22.347826086956523,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1,Key Bowler
M Morkel,126,93,11,5,20,135.48387096774192,37.634408602150536,11,11.454545454545457,2136.0,1699.0,70.0,88.0,7.543260741612713,19.306818181818183,28.71,1,Key Bowler
M Rawat,55,70,4,1,11,78.57142857142857,48.57142857142857,5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,1,Key Bowler
M Shahrukh Khan,553,413,35,37,37,133.89830508474577,41.16222760290557,28,19.75,0.0,0.0,0.0,0.0,0.0,0.0,15.87,1,Key Bowler
M Vijay,2619,2208,247,91,105,118.61413043478262,44.70108695652174,101,25.93069306930693,0.0,0.0,0.0,0.0,0.0,0.0,18.58,0,Elite All-Rounder
M Vohra,1083,863,104,43,51,125.49246813441484,45.538818076477405,49,22.10204081632653,0.0,0.0,0.0,0.0,0.0,0.0,16.68,1,Key Bowler
MA Agarwal,2669,2081,265,98,121,128.25564632388276,40.02883229216722,117,22.811965811965813,0.0,0.0,0.0,0.0,0.0,0.0,17.64,0,Elite All-Rounder
MA Starc,105,109,11,0,16,96.3302752293578,42.201834862385326,9,11.666666666666666,1175.0,879.0,39.0,59.0,8.020477815699659,14.898305084745765,18.73,1,Key Bowler
MC Henriques,1000,801,87,28,54,124.84394506866415,35.45568039950062,36,27.77777777777778,1302.0,979.0,60.0,46.0,7.979570990806946,21.282608695652176,30.8,1,Key Bowler
MC Juneja,125,134,11,1,7,93.28358208955224,40.298507462686565,7,17.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,9.71,1,Key Bowler
MD Mishra,237,213,24,8,17,111.26760563380284,47.88732394366197,16,14.8125,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1,Key Bowler
MEK Hussey,1977,1648,198,52,58,119.96359223300972,39.01699029126214,51,38.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0,Elite All-Rounder
MF Maharoof,177,124,12,9,14,142.74193548387098,35.483870967741936,10,17.7,532.0,441.0,20.0,33.0,7.238095238095238,13.363636363636363,22.83,1,Key Bowler
MG Johnson,167,168,10,7,28,99.40476190476193,47.61904761904761,13,12.846153846153848,1740.0,1301.0,54.0,66.0,8.024596464258263,19.71212121212121,21.16,1,Key Bowler
MJ Clarke,98,96,12,0,6,102.08333333333331,44.79166666666667,6,16.333333333333332,72.0,66.0,5.0,3.0,6.545454545454546,22.0,10.49,1,Key Bowler
MJ Guptill,271,197,24,15,13,137.56345177664974,44.67005076142132,12,22.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,18.78,1,Key Bowler
MJ Lumb,278,198,45,6,12,140.4040404040404,48.48484848484848,12,23.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,19.7,1,Key Bowler
MJ McClenaghan,85,73,5,7,20,116.43835616438356,53.42465753424658,13,6.538461538461538,1839.0,1346.0,56.0,75.0,8.197622585438335,17.946666666666665,19.48,1,Key Bowler
MJ Santner,70,77,4,3,11,90.9090909090909,49.35064935064935,6,11.666666666666666,428.0,370.0,18.0,16.0,6.940540540540541,23.125,9.8,1,Key Bowler
MK Lomror,527,389,33,30,35,135.47557840616966,34.96143958868895,29,18.17241379310345,127.0,94.0,11.0,2.0,8.106382978723405,47.0,15.14,1,Key Bowler
MK Pandey,3859,3288,335,111,158,117.3661800486618,37.92579075425791,133,29.015037593984964,0.0,0.0,0.0,0.0,0.0,0.0,20.66,0,Elite All-Rounder
MK Tiwary,1695,1489,156,40,83,113.83478844862324,38.34788448623237,59,28.728813559322035,0.0,0.0,0.0,0.0,0.0,0.0,19.81,1,Key Bowler
ML Hayden,1107,839,121,44,32,131.94278903456495,43.74255065554231,31,35.70967741935484,0.0,0.0,0.0,0.0,0.0,0.0,28.88,1,Key Bowler
MM Ali,1162,849,95,67,57,136.86690223792698,40.753828032979975,51,22.7843137254902,900.0,770.0,52.0,40.0,7.012987012987012,19.25,28.49,1,Key Bowler
MM Sharma,124,137,9,4,28,90.51094890510949,50.36496350364964,17,7.294117647058823,3278.0,2308.0,111.0,147.0,8.52166377816291,15.700680272108844,32.54,1,Key Bowler
MN Samuels,161,174,9,7,14,92.52873563218392,49.42528735632184,13,12.384615384615383,285.0,219.0,11.0,10.0,7.808219178082192,21.9,8.6,1,Key Bowler
MN van Wyk,167,135,19,1,5,123.7037037037037,32.592592592592595,3,55.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,42.57,1,Key Bowler
MP Stoinis,1866,1366,150,91,88,136.60322108345534,36.67642752562226,66,28.272727272727277,1300.0,831.0,62.0,45.0,9.386281588447654,18.466666666666665,31.64,0,Elite All-Rounder
MR Marsh,665,532,48,38,36,125.0,42.66917293233083,34,19.558823529411764,803.0,593.0,34.0,37.0,8.1247892074199,16.027027027027028,22.31,1,Key Bowler
MS Bisla,798,737,93,23,39,108.27679782903662,50.88195386702849,38,21.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54,1,Key Bowler
MS Dhoni,5243,3947,363,252,228,132.8350646060299,36.05269825183684,134,39.12686567164179,0.0,0.0,0.0,0.0,0.0,0.0,31.94,0,Elite All-Rounder
MS Gony,99,76,6,8,15,130.26315789473685,51.31578947368421,10,9.9,1317.0,925.0,44.0,39.0,8.542702702702703,23.71794871794872,15.06,1,Key Bowler
MS Wade,183,185,23,2,14,98.91891891891892,50.27027027027027,14,13.071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,7.36,1,Key Bowler
MV Boucher,394,318,32,13,23,123.89937106918238,36.477987421383645,14,28.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,21.17,1,Key Bowler
MW Short,117,99,15,4,6,118.1818181818182,52.52525252525253,6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,13.73,1,Key Bowler
Mandeep Singh,1706,1418,176,38,97,120.31029619181946,39.13963328631876,82,20.804878048780488,0.0,0.0,0.0,0.0,0.0,0.0,14.98,1,Key Bowler
Misbah-ul-Haq,117,82,10,6,8,142.6829268292683,37.80487804878049,7,16.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,14.23,1,Key Bowler
Mohammad Hafeez,64,84,7,2,8,76.19047619047619,60.71428571428571,7,9.142857142857142,71.0,63.0,4.0,2.0,6.761904761904762,31.5,4.11,1,Key Bowler
Mohammad Nabi,221,157,18,12,19,140.76433121019107,38.21656050955414,17,13.0,527.0,419.0,23.0,15.0,7.5465393794749405,27.933333333333334,14.1,1,Key Bowler
Mohammed Shami,74,82,6,2,23,90.2439024390244,50.0,13,5.6923076923076925,3486.0,2521.0,110.0,144.0,8.296707655692185,17.506944444444443,31.79,1,Key Bowler
Mohammed Siraj,109,122,10,4,20,89.34426229508196,55.73770491803278,10,10.9,2894.0,2081.0,93.0,96.0,8.34406535319558,21.67708333333333,24.8,1,Key Bowler
N Jagadeesan,162,155,21,2,10,104.51612903225806,47.096774193548384,9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,1,Key Bowler
N Pooran,1769,1143,113,127,72,154.7681539807524,36.832895888014,57,31.035087719298247,0.0,0.0,0.0,0.0,0.0,0.0,29.46,0,Elite All-Rounder
N Rana,2636,2015,234,132,101,130.81885856079404,41.43920595533499,93,28.344086021505376,253.0,185.0,24.0,10.0,8.205405405405406,18.5,24.62,0,Elite All-Rounder
N Saini,140,143,16,0,10,97.9020979020979,47.55244755244755,10,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,1,Key Bowler
N Wadhera,350,261,32,18,16,134.09961685823754,40.99616858237548,15,23.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,18.92,1,Key Bowler
NK Patel,121,124,14,1,6,97.58064516129032,49.193548387096776,4,30.25,0.0,0.0,0.0,0.0,0.0,0.0,17.8,1,Key Bowler
NLTC Perera,424,326,23,26,30,130.06134969325154,39.57055214723926,22,19.272727272727277,1031.0,715.0,36.0,37.0,8.651748251748252,19.324324324324323,22.23,1,Key Bowler
NM Coulter-Nile,82,75,7,4,16,109.33333333333331,52.0,11,7.454545454545454,1125.0,892.0,38.0,52.0,7.567264573991032,17.153846153846153,15.97,1,Key Bowler
NS Naik,31,53,2,0,4,58.490566037735846,58.490566037735846,4,7.75,0.0,0.0,0.0,0.0,0.0,0.0,2.08,1,Key Bowler
NV Ojha,1554,1360,121,79,94,114.26470588235291,47.647058823529406,75,20.72,0.0,0.0,0.0,0.0,0.0,0.0,14.13,1,Key Bowler
Naman Dhir,140,84,12,10,7,166.66666666666669,41.66666666666667,6,23.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,23.7,1,Key Bowler
Nithish Kumar Reddy,303,221,15,21,11,137.10407239819006,37.10407239819005,9,33.666666666666664,208.0,118.0,9.0,4.0,10.576271186440678,29.5,28.92,1,Key Bowler
OA Shah,506,405,34,23,22,124.93827160493828,36.79012345679013,15,33.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,25.75,1,Key Bowler
P Dogra,127,141,4,5,12,90.0709219858156,44.680851063829785,11,11.545454545454543,0.0,0.0,0.0,0.0,0.0,0.0,5.77,1,Key Bowler
P Kumar,340,323,22,17,57,105.26315789473684,48.91640866873065,38,8.947368421052632,3342.0,2637.0,119.0,102.0,7.604095563139932,25.852941176470587,27.82,1,Key Bowler
P Negi,365,301,27,16,35,121.2624584717608,41.19601328903654,26,14.038461538461538,954.0,733.0,42.0,38.0,7.80900409276944,19.289473684210527,18.16,1,Key Bowler
P Simran Singh,756,528,78,41,34,143.1818181818182,45.64393939393939,34,22.235294117647054,0.0,0.0,0.0,0.0,0.0,0.0,19.26,1,Key Bowler
PA Patel,2848,2442,365,49,136,116.62571662571663,44.26699426699427,126,22.603174603174605,0.0,0.0,0.0,0.0,0.0,0.0,15.82,0,Elite All-Rounder
PA Reddy,164,167,15,2,10,98.20359281437123,43.11377245508982,10,16.4,0.0,0.0,0.0,0.0,0.0,0.0,9.36,1,Key Bowler
PBB Rajapaksa,277,201,22,15,13,137.81094527363186,39.800995024875625,13,21.307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,17.71,1,Key Bowler
PC Valthaty,505,432,61,20,23,116.89814814814814,53.24074074074075,22,22.954545454545453,207.0,153.0,10.0,7.0,8.117647058823529,21.857142857142858,17.57,1,Key Bowler
PD Collingwood,203,159,9,13,7,127.67295597484276,37.735849056603776,5,40.6,101.0,90.0,6.0,5.0,6.733333333333333,18.0,33.11,1,Key Bowler
PD Salt,653,385,74,34,21,169.6103896103896,37.4025974025974,19,34.36842105263158,0.0,0.0,0.0,0.0,0.0,0.0,35.92,1,Key Bowler
PJ Cummins,515,359,33,34,39,143.4540389972145,41.78272980501393,26,19.807692307692307,1976.0,1370.0,58.0,66.0,8.654014598540146,20.75757575757576,30.0,1,Key Bowler
PK Garg,273,247,16,9,19,110.5263157894737,38.05668016194332,18,15.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,9.77,1,Key Bowler
PN Mankad,97,75,13,2,5,129.33333333333331,42.66666666666667,3,32.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,25.55,1,Key Bowler
PP Chawla,624,580,56,20,86,107.58620689655172,45.3448275862069,56,11.142857142857142,5179.0,3895.0,191.0,201.0,7.977920410783056,19.37810945273632,49.36,1,Key Bowler
PP Shaw,1892,1321,238,61,79,143.22482967448903,39.51551854655564,79,23.949367088607595,0.0,0.0,0.0,0.0,0.0,0.0,20.81,0,Elite All-Rounder
PR Shah,92,97,9,2,9,94.84536082474226,51.546391752577314,8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,6.09,1,Key Bowler
PWH de Silva,72,80,7,1,14,90.0,50.0,10,7.2,758.0,557.0,26.0,36.0,8.165170556552964,15.47222222222222,10.75,1,Key Bowler
Q de Kock,3160,2410,316,123,107,131.12033195020746,40.08298755186722,102,30.980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,24.79,0,Elite All-Rounder
R Ashwin,800,698,61,28,89,114.61318051575932,38.25214899713467,60,13.333333333333334,5435.0,4679.0,208.0,198.0,6.969437914084206,23.63131313131313,56.86,1,Key Bowler
R Bhatia,342,290,24,13,47,117.9310344827586,37.93103448275862,30,11.4,2059.0,1661.0,91.0,82.0,7.437688139674895,20.25609756097561,26.32,1,Key Bowler
R Dhawan,210,188,18,7,22,111.70212765957446,45.21276595744681,11,19.09090909090909,922.0,693.0,36.0,27.0,7.982683982683983,25.666666666666668,18.36,1,Key Bowler
R Dravid,2174,1918,269,28,82,113.34723670490096,42.700729927007295,77,28.233766233766232,0.0,0.0,0.0,0.0,0.0,0.0,19.37,0,Elite All-Rounder
R McLaren,159,178,14,1,13,89.32584269662921,42.69662921348314,8,19.875,558.0,372.0,18.0,14.0,9.0,26.571428571428573,13.03,1,Key Bowler
R Parag,1173,909,84,60,58,129.04290429042905,37.843784378437846,48,24.4375,307.0,181.0,21.0,5.0,10.176795580110497,36.2,19.9,1,Key Bowler
R Powell,360,254,21,28,22,141.73228346456693,43.7007874015748,19,18.94736842105263,0.0,0.0,0.0,0.0,0.0,0.0,16.13,1,Key Bowler
R Rampaul,51,52,3,2,7,98.07692307692308,50.0,5,10.2,319.0,278.0,12.0,17.0,6.884892086330935,16.352941176470587,9.69,1,Key Bowler
R Ravindra,222,146,22,12,10,152.05479452054794,38.35616438356164,10,22.2,0.0,0.0,0.0,0.0,0.0,0.0,20.47,1,Key Bowler
R Sathish,270,236,22,6,24,114.40677966101696,38.983050847457626,17,15.882352941176473,233.0,144.0,14.0,6.0,9.708333333333334,24.0,11.71,1,Key Bowler
R Sharma,66,77,5,3,19,85.71428571428571,62.33766233766234,14,4.714285714285714,1100.0,935.0,44.0,42.0,7.0588235294117645,22.261904761904763,11.82,1,Key Bowler
R Shepherd,115,68,7,10,9,169.11764705882354,42.64705882352941,5,23.0,260.0,133.0,8.0,6.0,11.729323308270676,22.166666666666668,24.57,1,Key Bowler
R Tewatia,1013,788,84,47,65,128.55329949238578,39.34010152284264,40,25.325,1117.0,866.0,52.0,36.0,7.739030023094688,24.05555555555556,27.58,1,Key Bowler
R Vinay Kumar,310,289,21,9,42,107.26643598615917,40.830449826989614,28,11.071428571428571,3041.0,2186.0,104.0,127.0,8.346752058554438,17.212598425196852,32.42,1,Key Bowler
RA Jadeja,2959,2378,215,107,180,124.4322960470984,34.65096719932716,108,27.39814814814815,4917.0,3895.0,211.0,169.0,7.574326059050064,23.047337278106507,58.4,0,Elite All-Rounder
RA Tripathi,2236,1650,223,84,93,135.51515151515153,37.696969696969695,83,26.93975903614458,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0,Elite All-Rounder
RD Chahar,129,127,13,5,22,101.5748031496063,55.11811023622048,16,8.0625,2165.0,1697.0,77.0,76.0,7.65468473777254,22.32894736842105,21.16,1,Key Bowler
RD Gaikwad,2380,1781,217,91,65,133.63279056709715,35.82257158899495,57,41.75438596491228,0.0,0.0,0.0,0.0,0.0,0.0,34.35,0,Elite All-Rounder
RE Levi,83,74,10,4,6,112.16216216216218,55.4054054054054,6,13.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.99,1,Key Bowler
RE van der Merwe,159,144,11,8,15,110.41666666666669,45.83333333333333,11,14.454545454545457,515.0,455.0,21.0,25.0,6.791208791208792,18.2,15.49,1,Key Bowler
RG Sharma,6630,5183,599,281,251,127.91819409608335,39.28226895620297,223,29.730941704035875,462.0,349.0,32.0,16.0,7.94269340974212,21.8125,26.57,0,Elite All-Rounder
RJ Harris,117,112,6,3,21,104.46428571428572,41.07142857142857,12,9.75,1085.0,865.0,37.0,47.0,7.526011560693642,18.404255319148938,16.19,1,Key Bowler
RJ Quiney,103,105,12,3,7,98.09523809523807,54.285714285714285,7,14.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,8.31,1,Key Bowler
RK Singh,893,654,67,46,40,136.54434250764527,36.23853211009174,29,30.79310344827586,0.0,0.0,0.0,0.0,0.0,0.0,25.69,1,Key Bowler
RM Patidar,799,534,51,54,24,149.625468164794,35.580524344569284,23,34.73913043478261,0.0,0.0,0.0,0.0,0.0,0.0,31.94,1,Key Bowler
RN ten Doeschate,326,238,26,15,21,136.9747899159664,33.61344537815126,14,23.285714285714285,94.0,83.0,10.0,3.0,6.795180722891566,27.666666666666668,20.05,1,Key Bowler
RP Singh,52,78,2,1,28,66.66666666666666,52.56410256410257,15,3.466666666666667,2417.0,1874.0,82.0,100.0,7.738527214514408,18.74,22.52,1,Key Bowler
RR Pant,3297,2296,298,154,110,143.59756097560975,35.36585365853659,93,35.45161290322581,0.0,0.0,0.0,0.0,0.0,0.0,31.27,0,Elite All-Rounder
RR Powar,67,64,6,1,9,104.6875,42.1875,3,22.33333333333333,538.0,443.0,26.0,15.0,7.286681715575622,29.53333333333333,17.42,1,Key Bowler
RR Rossouw,473,321,45,25,22,147.35202492211835,40.18691588785047,20,23.65,0.0,0.0,0.0,0.0,0.0,0.0,21.16,1,Key Bowler
RR Sarwan,73,78,6,1,4,93.5897435897436,43.58974358974359,4,18.25,0.0,0.0,0.0,0.0,0.0,0.0,9.97,1,Key Bowler
RS Bopara,531,468,39,16,22,113.46153846153844,37.39316239316239,18,29.5,301.0,213.0,14.0,13.0,8.47887323943662,16.384615384615383,22.88,1,Key Bowler
RT Ponting,91,129,5,2,9,70.54263565891473,53.48837209302325,9,10.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,3.71,1,Key Bowler
RV Gomez,50,53,5,1,9,94.33962264150944,50.943396226415096,5,10.0,130.0,97.0,9.0,6.0,8.041237113402062,16.166666666666668,6.42,1,Key Bowler
RV Patel,80,76,6,2,7,105.26315789473684,38.15789473684211,5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82,1,Key Bowler
RV Uthappa,4954,3927,481,182,197,126.15227909345556,40.69264069264069,180,27.522222222222226,0.0,0.0,0.0,0.0,0.0,0.0,21.08,0,Elite All-Rounder
Rahmanullah Gurbaz,289,228,24,19,13,126.75438596491227,52.19298245614035,13,22.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,16.96,1,Key Bowler
Ramandeep Singh,170,106,8,13,13,160.37735849056605,34.90566037735849,6,28.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.83,1,Key Bowler
Rashid Khan,545,355,39,38,58,153.52112676056336,41.971830985915496,37,14.72972972972973,3340.0,2901.0,121.0,157.0,6.907962771458118,18.477707006369428,51.87,1,Key Bowler
Ravi Bishnoi,32,52,2,0,14,61.53846153846154,57.692307692307686,8,4.0,1861.0,1460.0,65.0,68.0,7.647945205479452,21.47058823529412,15.8,1,Key Bowler
S Anirudha,136,121,9,7,12,112.39669421487604,44.62809917355372,8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,1,Key Bowler
S Aravind,59,59,7,0,10,100.0,44.06779661016949,4,14.75,1057.0,788.0,38.0,48.0,8.048223350253807,16.416666666666668,18.59,1,Key Bowler
S Badrinath,1441,1245,154,28,65,115.7429718875502,39.598393574297184,47,30.659574468085108,0.0,0.0,0.0,0.0,0.0,0.0,21.56,1,Key Bowler
S Dhawan,6769,5483,768,153,221,123.45431333211744,38.9567754878716,193,35.07253886010363,0.0,0.0,0.0,0.0,0.0,0.0,26.48,0,Elite All-Rounder
S Dube,1502,1077,86,101,61,139.46146703806872,37.511606313834726,50,30.04,190.0,117.0,14.0,6.0,9.743589743589745,19.5,26.63,1,Key Bowler
S Gopal,180,173,19,2,22,104.04624277456648,41.04046242774567,14,12.857142857142858,1358.0,1000.0,51.0,53.0,8.148,18.867924528301888,18.64,1,Key Bowler
S Nadeem,39,88,2,0,20,44.31818181818182,65.9090909090909,14,2.7857142857142856,1800.0,1444.0,70.0,54.0,7.4792243767313025,26.74074074074074,12.2,1,Key Bowler
S Rana,91,82,9,1,8,110.97560975609755,40.2439024390244,4,22.75,0.0,0.0,0.0,0.0,0.0,0.0,15.12,1,Key Bowler
S Sohal,368,311,34,18,20,118.32797427652731,50.80385852090033,20,18.4,0.0,0.0,0.0,0.0,0.0,0.0,12.93,1,Key Bowler
S Sreesanth,34,57,6,0,12,59.64912280701754,75.43859649122807,4,8.5,1221.0,947.0,44.0,43.0,7.736008447729672,22.023255813953487,11.81,1,Key Bowler
S Vidyut,145,115,21,3,8,126.08695652173914,47.82608695652174,8,18.125,0.0,0.0,0.0,0.0,0.0,0.0,13.61,1,Key Bowler
SA Asnodkar,423,352,56,10,19,120.17045454545456,46.590909090909086,20,21.15,0.0,0.0,0.0,0.0,0.0,0.0,15.22,1,Key Bowler
SA Yadav,3594,2522,385,130,135,142.50594766058683,35.68596352101507,113,31.805309734513276,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0,Elite All-Rounder
SB Bangar,49,58,1,3,7,84.48275862068965,48.27586206896552,7,7.0,221.0,153.0,9.0,6.0,8.666666666666666,25.5,4.12,1,Key Bowler
SB Styris,131,134,10,3,10,97.76119402985076,39.55223880597015,7,18.714285714285715,278.0,222.0,11.0,9.0,7.513513513513513,24.666666666666668,12.76,1,Key Bowler
SC Ganguly,1349,1326,137,42,56,101.73453996983407,49.92458521870287,53,25.452830188679247,370.0,280.0,20.0,12.0,7.928571428571429,23.33333333333333,18.08,1,Key Bowler
SD Chitnis,99,92,10,2,8,107.6086956521739,41.30434782608695,7,14.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1,Key Bowler
SD Hope,183,125,12,12,9,146.4,38.4,8,22.875,0.0,0.0,0.0,0.0,0.0,0.0,20.3,1,Key Bowler
SE Marsh,2489,1913,269,78,69,130.10977522216413,38.47360167276529,63,39.507936507936506,0.0,0.0,0.0,0.0,0.0,0.0,31.58,0,Elite All-Rounder
SE Rutherford,106,107,3,8,9,99.06542056074768,50.467289719626166,7,15.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,8.67,1,Key Bowler
SK Raina,5536,4177,506,204,200,132.53531242518554,35.336365812784294,171,32.37426900584796,1139.0,930.0,69.0,30.0,7.348387096774194,31.0,33.13,0,Elite All-Rounder
SK Trivedi,42,61,3,1,14,68.85245901639344,60.65573770491803,7,6.0,1944.0,1557.0,75.0,73.0,7.491329479768786,21.328767123287676,18.29,1,Key Bowler
SK Warne,198,219,14,6,27,90.41095890410958,47.94520547945205,20,9.9,1465.0,1223.0,54.0,60.0,7.187244480784955,20.383333333333333,18.97,1,Key Bowler
SL Malinga,88,103,6,5,20,85.43689320388349,57.28155339805825,16,5.5,3486.0,2974.0,122.0,188.0,7.032952252858103,15.819148936170214,47.36,1,Key Bowler
SM Curran,883,673,74,37,48,131.2035661218425,37.295690936106986,35,25.228571428571428,1924.0,1234.0,58.0,62.0,9.354943273905995,19.90322580645161,31.26,1,Key Bowler
SM Katich,241,191,26,8,11,126.1780104712042,44.50261780104712,10,24.1,0.0,0.0,0.0,0.0,0.0,0.0,18.36,1,Key Bowler
SM Pollock,147,116,12,8,8,126.72413793103448,40.51724137931034,8,18.375,307.0,280.0,13.0,13.0,6.578571428571429,21.53846153846154,17.22,1,Key Bowler
SN Khan,585,456,63,14,36,128.28947368421052,35.30701754385965,26,22.5,0.0,0.0,0.0,0.0,0.0,0.0,17.39,1,Key Bowler
SN Thakur,307,228,27,13,35,134.64912280701756,36.84210526315789,25,12.28,2908.0,1979.0,92.0,100.0,8.816574027286508,19.79,28.8,1,Key Bowler
SO Hetmyer,1243,854,76,82,65,145.5503512880562,36.885245901639344,40,31.075,0.0,0.0,0.0,0.0,0.0,0.0,27.69,1,Key Bowler
SP Fleming,196,171,27,3,10,114.61988304093566,50.29239766081871,9,21.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,14.94,1,Key Bowler
SP Goswami,293,307,32,3,21,95.43973941368078,46.90553745928339,20,14.65,0.0,0.0,0.0,0.0,0.0,0.0,8.02,1,Key Bowler
SP Jackson,61,57,5,1,8,107.01754385964912,35.08771929824561,6,10.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.07,1,Key Bowler
SP Narine,1534,984,164,97,106,155.8943089430894,47.76422764227642,90,17.044444444444444,4672.0,4146.0,175.0,200.0,6.761215629522432,20.73,65.95,0,Elite All-Rounder
SPD Smith,2495,1999,226,60,93,124.81240620310156,33.01650825412706,72,34.65277777777778,0.0,0.0,0.0,0.0,0.0,0.0,26.45,0,Elite All-Rounder
SR Tendulkar,2334,2044,296,29,78,114.18786692759296,42.759295499021526,69,33.82608695652174,0.0,0.0,0.0,0.0,0.0,0.0,23.54,0,Elite All-Rounder
SR Watson,3880,2892,377,190,141,134.1632088520055,43.15352697095436,126,30.793650793650794,2742.0,2137.0,105.0,107.0,7.698642957416939,19.97196261682243,48.72,0,Elite All-Rounder
SS Iyer,3131,2545,272,113,114,123.02554027504912,37.64243614931237,98,31.948979591836736,0.0,0.0,0.0,0.0,0.0,0.0,23.96,0,Elite All-Rounder
SS Prabhudessai,126,113,11,4,10,111.50442477876106,49.55752212389381,10,12.6,0.0,0.0,0.0,0.0,0.0,0.0,8.07,1,Key Bowler
